latitude,longitude
-59.6542,-26.6434
61.9124,-150.4946
37.4451667,-114.1821667
61.9369,-152.1062
-20.8089,-174.1707
37.1492,-117.2458
-19.064,168.7594
37.3323,-114.6527
35.4876667,-118.2956667
36.2822,-97.5082
37.8743,-116.1414
34.4638333,-119.0141667
44.7673333,-111.1893333
36.0266667,-117.8156667
37.2776,-116.0335
44.766,-111.2023333
38.840168,-122.828331
35.997,-117.5455
38.8108333,-122.7905
36.0413333,-120.6083333
34.1068333,-116.9455
36.2829,-97.5185
36.2872,-97.5238
33.054,-115.849
38.8305,-122.8088333
36.1885,-117.9986667
64.9608,-147.4485
33.2718333,-116.7726667
36.8817,-98.6124
34.0303333,-117.148
46.177,-122.8541667
38.8328333,-122.8068333
33.8763333,-116.5146667
34.1798333,-117.0415
37.1724,-117.2439
47.5826667,-122.896
35.8388333,-117.6718333
53.6972,-167.656
61.0807,-150.9716
44.7663333,-111.1928333
36.796,-121.0135
35.9603,-97.402
38.8138333,-122.823
59.8902,-152.556
32.7538333,-116.9143333
47.8903333,-122.6386667
44.7648333,-111.199
40.3406667,-110.966
37.3209,-114.6324
62.2206,-151.646
33.4965,-116.4833333
-15.8122,-173.6029
39.6645,-121.1176667
37.6176667,-119.4223333
36.3801667,-120.401
60.4448,-141.5877
38.8115005,-122.7910004
36.1185,-117.8528333
63.2714,-151.0114
33.405,-116.8615
39.6751667,-121.1233333
39.665,-121.1196667
27.9959,84.6175
39.6006667,-121.596
60.4476,-141.6472
33.686,-117.2496667
38.8226667,-122.765
37.6056667,-118.867
8.01,126.6264
33.4756667,-116.58
10.0832,-83.4638
62.3542,-149.8916
33.037,-115.9091667
17.623,-94.5847
33.0523333,-114.9805
36.2942,-97.5338
39.6708333,-121.1168333
33.2726667,-116.7685
39.6783333,-121.1226667
18.787,-64.26
36.2916,-97.5265
33.2716667,-116.7885
36.5761667,-121.1761667
36.5775,-121.1778333
37.4053333,-121.7456667
60.7563,-151.7449
61.4198,-147.8002
35.6576667,-121.091
37.6388333,-118.9266667
37.6403333,-118.928
37.3233333,-122.1108333
46.6063333,-119.9101667
38.822834,-122.7986679
33.2726667,-116.76
38.8173333,-122.7608333
27.8026,85.5908
44.4975,-111.0935
12.9656,146.2994
44.499,-111.086
44.4841667,-111.0606667
18.8982,145.4101
38.808,-122.7613333
18.9022,-65.1453
37.963,-116.2233
38.7718333,-122.697
38.7716667,-122.6945
37.6125,-119.0151667
38.0462,-118.0589
64.7694,-148.8783
37.2667,-116.0309
33.335,-115.7751667
18.679,-66.5921
37.4403333,-121.7871667
33.2701667,-116.7753333
36.1101667,-117.8908333
61.3523,-146.4936
37.6263,-117.4696
41.183,-122.1335
38.7468338,-122.7131653
37.9168,-116.1697
33.5626667,-116.8136667
36.5495,-89.557
36.044,-120.6046667
11.6296,142.8
39.4211667,-121.4968333
38.0465,-118.0561
46.6198,-112.3563
37.1966,-114.7604
40.345,-124.6141667
33.037,-115.9126667
37.1715,-117.3255
36.6066,-115.9177
38.8414993,-122.8376694
38.7995,-122.7691667
36.1415,-120.7325
36.2366667,-89.4178333
38.8393326,-122.8296661
37.4921667,-118.8395
62.1515,-148.0683
36.6542,-117.175
60.2343,-141.1156
38.0975,-122.2406667
33.47,-116.5656667
33.5223333,-116.742
18.0585,-68.3777
36.2797,-97.5309
36.2742,-97.5894
-7.1466,154.6089
58.9688,-152.0623
33.037,-115.9105
40.3703333,-122.1005
38.8245,-122.7666667
65.5871,-147.7562
39.5571,-120.7183
29.7601,131.3524
38.8293343,-122.753334
63.2496,-149.6669
60.1951,-141.2268
39.6539,-120.4674
41.2683333,-111.5406667
36.1296667,-117.8591667
33.8885,-116.8483333
62.3088,-142.6593
63.4681,-151.3167
1.6578,-90.8355
19.4843333,-155.5966667
39.6737,-121.1115
33.6666667,-116.7641667
33.2686667,-116.7763333
38.8126678,-122.7911682
38.8120003,-122.7914963
35.4868333,-118.2936667
37.9799,-116.2464
18.5893,-65.6754
18.1187,-66.7366
37.6951,-117.6491
37.5616667,-118.862
39.6775,-121.1127
39.6477,-119.3425
62.3874,-149.4418
61.7604,-149.6764
39.704,-121.1144
33.7201667,-116.7708333
60.0595,-152.7154
38.8171667,-122.8238333
17.9337,-66.8844
39.6705,-121.1205
34.4228333,-116.4915
37.8355,-121.7888333
39.5391,143.3779
45.3168,-112.532
59.9049,-152.6759
63.0599,-150.2683
39.6883333,-121.1226667
39.6173,143.2379
39.6866667,-121.1228333
39.615,143.3157
35.7281667,-121.1263333
39.6294,143.4561
37.696,-117.652
39.683,-121.1235
63.2072,-150.292
18.8803,-64.4588
32.7896667,-115.4568333
64.82,-148.0795
38.8423347,-122.8255005
37.6885,-117.649
38.8093338,-122.7415009
47.522,-121.9621667
33.9951667,-118.353
37.6863,-117.6284
18.2786,-67.3598
37.0682,-116.4587
33.6596667,-116.7416667
34.0065,-117.1756667
38.8165,-122.7811667
37.6931,-117.657
46.0843333,-122.3845
44.7635,-110.9051667
37.6931,-117.6542
61.56,-149.6926
36.899,-112.9728333
61.4955,-146.7247
37.6964,-117.6588
37.6918,-117.6481
-31.4364,-179.8285
38.6659,-119.5172
38.8353348,-122.8011703
59.9317,-140.0346
36.0293333,-120.5926667
63.2496,-149.3585
53.4753,-163.7637
38.8363333,-122.7956667
39.1986667,-123.1138333
33.5086667,-116.5603333
37.6508333,-118.8106667
67.9416,-164.8121
35.6506667,-121.06
33.5225,-116.7571667
62.429,-151.3224
46.848,-121.7553333
34.466,-119.0146667
51.5646,-176.4304
63.0975,-151.4269
36.0391667,-117.8101667
62.8296,-149.6455
38.7843333,-122.7468333
35.7448333,-121.3213333
61.6178,-149.8661
37.2652,-114.6555
38.7903333,-122.7313333
36.1835,-117.8865
33.5945,-116.8173333
-10.54,120.8196
35.7345,-121.3296667
35.7361667,-121.3286667
64.9989,-147.3327
13.2486,146.1319
49.3954,155.2911
61.2417,-149.3282
38.8286667,-122.7963333
59.2684,-152.5278
41.8545,-119.6322
38.827,-122.7965
38.8071667,-122.8263333
33.1481667,-116.5195
33.9121667,-117.525
36.1855,-117.8746667
36.7591,-116.0506
36.1863333,-117.883
36.021,-120.5903333
63.2556,-151.1104
36.1885,-117.8896667
33.9751667,-118.3726667
38.7606659,-122.7101669
63.2556,-151.1151
19.3318333,-155.453
36.1833333,-117.8835
41.606,144.3834
35.082,-119.0696667
36.1866667,-117.8918333
33.3316667,-116.235
36.1885,-117.8855
36.2861,-97.5171
36.7188,-116.2648
36.7127,-116.2733
37.3718333,-119.0371667
37.9151667,-121.9445
61.2904,-149.7816
37.774,-122.1715
41.7213333,-111.0716667
19.425,-155.6125
60.549,-148.5647
36.1856667,-117.8881667
40.712,-111.9861667
41.7025,-111.0598333
63.4002,-151.3762
17.9561,-64.7863
62.9042,-148.2398
46.8475,-121.7466667
59.933,-151.599
44.2855,-114.5711
36.29,-97.5217
55.037,-159.2848
38.3691,144.7058
35.5636,-97.1279
35.9433333,-117.1868333
39.2273,-119.6923
62.7271,-150.5582
38.8291667,-122.8045
38.8101667,-122.7816667
-21.8879,-68.8008
36.0636667,-120.082
37.5815,-118.7991667
37.0625,-121.8376667
33.5961667,-116.8163333
38.8264999,-122.7958298
18.9354,-65.1869
18.8526,-65.3612
46.8705,-121.9768333
62.9258,-148.6095
63.1197,-149.1471
18.9106,-65.241
64.6377,-149.2269
-3.6373,152.1426
56.4325,-156.2994
32.3313333,-115.3383333
61.8968,-148.3593
60.363,-152.9859
37.391,-117.0166
19.7921667,-155.3485
35.9971667,-120.992
-22.4612,-68.434
-24.4594,-67.0458
38.8175011,-122.8221664
37.5308333,-118.809
35.7531667,-118.4053333
33.1871667,-115.642
37.9291,-116.2262
37.6523333,-118.8065
56.5995,-156.7932
39.3702,-120.0009
36.288,-97.518
65.8731,-151.472
39.1943333,-123.6248333
62.0471,-148.9578
44.7745,-110.8998333
37.2106,-117.0974
38.731,-122.8398333
56.7313,-156.5854
33.1826667,-115.6465
34.6783333,-116.289
33.931,-116.3101667
19.4261667,-155.7351667
33.9328333,-116.3066667
-18.2211,-178.0915
37.8995,-116.167
32.7776667,-115.4445
19.8748333,-155.528
33.7578333,-116.9523333
32.7693333,-115.4413333
37.5306667,-118.8266667
37.539,-118.8293333
36.3352,-116.3833
33.9786667,-116.6678333
63.0357,-150.4631
35.6923,141.0457
33.9781667,-116.9685
-18.3054,-178.0526
34.4905,-119.529
37.1689,-116.749
34.4833333,-119.5376667
63.8696,-149.2576
18.0865,-65.0755
34.5071667,-118.9096667
34.5158333,-118.9031667
38.8190002,-122.8171692
51.2735,-178.2022
33.626,-116.6771667
18.3537,-66.3386
18.3612,-66.3389
34.1105,-117.4668333
35.7553333,-118.409
37.6498333,-118.8063333
36.9481667,-121.5981667
39.4822,143.9307
44.9898,-111.8038
59.7803,-153.3995
39.6406,143.3559
33.5141667,-116.4533333
37.6513333,-118.8116667
38.786335,-122.7634964
38.8089981,-122.7996674
64.9043,-148.9158
38.8255,-122.8511667
18.7152,-66.0343
65.2146,-148.8763
38.7885017,-122.7696686
33.6768333,-116.7736667
34.072,-117.2733333
34.675,-116.288
33.5961667,-116.8156667
38.8501667,-122.7818333
61.6056,-150.9116
38.786499,-122.7710037
37.8585,-116.1825
38.61,-122.3743333
11.6994,140.8475
48.4981667,-122.7731667
39.8621,-120.2592
61.6274,-150.9001
39.6908,-119.8961
38.805,-122.8231667
38.8508,-119.6027
34.3673333,-119.395
38.8409996,-122.8386688
63.055,-151.4179
61.2943,-146.8244
35.6035,-90.097
47.8685,-116.4943
37.2757,-116.0246
37.5001667,-118.8436667
60.429,-147.529
33.474,-116.5695
38.7763333,-122.7556667
-20.3164,-177.7022
19.2991,-67.7535
18.704,-64.9605
38.8296661,-122.7606659
38.8223333,-122.7645
36.7573,-116.2683
38.6506667,-122.7156667
37.4791667,-118.8463333
19.0858,-68.1788
47.5355,-122.9303333
41.8508,-119.6676
60.5714,-147.3411
37.1007,-116.2474
36.2773,-97.5083
36.5756667,-121.1308333
17.9911,-65.2338
36.5718333,-121.1323333
57.1253,-154.8192
-6.2172,103.919
-5.3673,131.5056
-20.1253,-69.1756
37.8938333,-118.4731667
36.4725,-121.0458333
32.7621667,-115.4333333
18.8873,-64.5008
64.8433,-149.6283
-1.5725,-77.4425
64.665,-150.0074
36.3081667,-89.5361667
45.3444,-112.6208
18.6508,-65.3458
38.7509995,-122.7330017
35.0368333,-117.6745
18.9395,-66.3352
33.4965,-116.5228333
33.4945,-116.5233333
64.9724,-147.34
38.8348333,-122.7943333
33.049,-114.9731667
37.3638333,-119.9961667
19.4145,-155.6258333
62.5376,-149.8782
38.8261667,-122.8068333
33.5933333,-116.8165
43.8941,-114.2741
37.642,-113.597
33.778,-115.7006667
38.7638321,-122.7210007
34.9911,26.7053
62.912,-155.981
38.8400002,-122.802002
47.8826667,-122.609
37.0316,-116.3578
38.7886658,-122.7720032
38.8330002,-122.7819977
62.9393,-156.1295
34.4473333,-116.4821667
38.8491669,-122.7811661
60.7057,-150.8155
60.8779,-150.6103
38.8493333,-122.7798333
38.1571,-118.3125
61.1163,-150.7429
38.8473333,-122.7825
38.847332,-122.7813339
38.8496667,-122.7803333
33.3688333,-116.3508333
36.7608333,-120.8796667
60.212,-141.0383
39.4473,-120.2923
38.7911667,-122.7773333
36.7434,-98.2235
35.7985,-97.4427
39.1756,-118.0838
74.5539,8.3689
36.0356667,-120.6
38.818,-122.8016667
38.8246651,-122.7649994
41.019,142.9343
51.7565,-176.1621
38.807,-122.8253333
33.601,-116.8163333
38.7881667,-122.778
60.7278,-147.3968
34.3446667,-116.8841667
51.9301,-173.4169
63.047,-151.5401
74.6262,8.7429
36.7674,-116.2578
38.8118333,-122.792
37.6343333,-118.881
41.4928,141.9972
65.7791,-149.6952
-23.9173,-66.6383
19.4111671,-155.2788391
37.7375,-115.1428
42.0216,-120.1659
33.527,-116.7371667
38.3238,-118.1353
62.0698,-145.1188
33.945,-117.9308333
38.8318329,-122.8108368
36.6596667,-121.2891667
19.4962,-108.822
61.4299,-147.8879
60.2584,-140.9719
38.8176651,-122.7938309
-20.2058,-71.0714
37.5431667,-118.8451667
38.3254,-118.1451
60.1624,-141.4439
36.5555,-121.1468333
18.9454,-65.2025
37.3461,-117.1146
33.7848333,-115.7116667
36.1243333,-117.8561667
37.6929,-117.6534
-20.2495,-70.9094
59.6153,-152.8319
38.773,-122.7225
18.913,-64.3395
37.5648333,-118.8766667
62.6505,-151.1544
36.9973,-117.4649
40.0234,-120.9625
33.5881667,-116.7138333
38.8201675,-122.8341675
-32.4003,-111.0597
62.8731,-151.5735
35.78,-117.6555
34.0643333,-117.2518333
36.0483333,-120.6125
52.1217,-173.9548
55.0163,-154.66
51.718,-178.4719
37.4031,-117.0853
60.7033,-150.8034
36.6991,-116.3272
-20.238,-70.8803
63.1049,-151.4789
38.3838,-118.5678
38.384,-118.587
37.2792,-114.6454
35.8526667,-117.6831667
61.8127,-149.5081
47.7726667,-122.7528333
36.1846667,-118.6356667
36.7833333,-120.8016667
36.6977,-116.3148
36.6971,-116.314
36.6011667,-121.1216667
38.777832,-122.7551651
38.3818,-118.565
63.0456,-149.2752
32.9095,-116.2568333
63.5438,-147.138
36.6928,-115.8998
59.981,-141.6346
63.0525,-148.1893
60.0598,-153.416
36.099,-117.8508333
45.7533,-111.8883
37.8988,-116.1455
33.4745,-116.5601667
38.6188,-116.046
35.9606667,-120.5101667
36.9736,-116.3139
56.646,-156.4551
34.3245,-119.2205
61.9162,-149.4913
33.5943333,-116.8151667
34.041,-117.1536667
37.541,-118.8386667
62.5059,-149.9677
59.3966,-153.1005
35.9803333,-120.5425
61.3664,-139.9073
37.2856,-114.6441
17.1926,-65.865
18.1972,-67.3591
38.8118324,-122.8271637
37.1821,-116.7164
33.7815,-115.7081667
36.8628,-115.4792
38.8198318,-122.8144989
36.751,-116.0515
60.16,-141.374
18.1543,-66.988
60.639,-147.1109
34.8411667,-86.0533333
37.2132,-116.7379
37.8564,-116.2768
33.6013333,-116.8115
37.5405,-118.8295
33.7833333,-115.7101667
37.9044,-116.1729
37.5406667,-118.8288333
36.7724,-115.9597
37.3996667,-118.452
19.4091663,-155.2875061
37.6666667,-118.8633333
-35.2291,-105.8529
18.142,-66.999
12.5234,-86.7873
19.3261667,-155.1443333
37.6086667,-118.8613333
63.6576,-149.7498
35.0208333,-117.59
60.2266,-139.8691
18.948,-64.3656
19.5335,-65.7192
60.9477,-150.4008
63.0707,-150.4435
63.0827,-151.52
59.9565,-141.2659
37.8781,-116.0817
37.5256667,-118.8248333
47.4313,-114.601
33.5883333,-116.8171667
36.0333333,-120.9573333
62.0521,-149.5113
33.4078333,-116.449
37.492,-118.8645
36.123,-117.8515
38.2365,-118.3852
40.1225,-121.749
38.8330002,-122.8144989
33.4108333,-116.4428333
33.4133333,-116.4393333
33.5961667,-116.8168333
36.1255,-117.8535
33.6006667,-116.8141667
33.1605,-115.6375
51.2391,-177.9775
60.7975,-149.4988
35.9963333,-117.9366667
36.1268333,-117.855
37.2962,-114.6464
37.9442,-116.226
61.2907,-152.1299
16.8734,38.9969
64.4869,-152.2981
38.7946663,-122.7914963
38.8069992,-122.8028336
36.1265,-117.8566667
37.9213,-116.1997
59.9273,-152.8384
34.1278333,-118.4968333
36.2902,-97.5241
38.6699,23.3453
36.0401667,-117.5801667
37.695,-117.6578
1.8818,-91.5825
36.7595,-97.6347
62.7845,-151.6358
-55.9424,-143.8088
37.8991,-116.1037
37.9092,-116.1547
37.6922,-117.6526
36.1268333,-117.8536667
36.1251667,-117.8566667
53.5605,-166.4028
19.8043333,-155.5908333
38.8218333,-122.7596667
64.9812,-147.3432
36.2301667,-89.4418333
40.3285,-124.718
60.4975,-150.8793
51.3225,-177.4778
38.6065,-122.356
38.8241667,-122.8021667
63.4577,-148.2829
53.5887,-166.4981
37.3552,-114.9428
62.6598,-152.2545
38.7463333,-122.7018333
34.1882,26.2303
61.0751,-150.6142
36.0336667,-120.6036667
52.7465,-178.3143
38.8008347,-122.8099976
35.0661667,-118.3568333
38.8370018,-122.7948303
36.8928333,-121.6253333
37.6585,-118.834
35.8655,-117.6926667
35.8618333,-117.6913333
38.832,-122.7838333
64.6638,-146.9339
19.5035,-155.4643333
19.3975,-155.485
35.9671667,-120.5265
36.2839,-97.5377
36.7519,-116.2732
49.4265,-120.5235
40.7155,-116.3139
38.0328,-118.8371
33.7861667,-116.1708333
36.7649,-116.2504
36.1238333,-117.856
38.0878,-118.0322
36.21,140.0649
62.2002,-148.7852
33.8586667,-117.5048333
38.8100014,-122.822998
47.3528333,-122.4796667
36.509,-116.2972
53.8593,-166.8892
33.4983333,-116.5275
36.583,-121.101
59.7095,-139.4387
37.6909,-117.6547
37.1623333,-89.3553333
37.6363333,-119.0265
33.5081667,-116.5245
37.6903,-117.6574
48.0573333,-123.5193333
61.2376,-147.7193
64.8502,-148.9168
35.676,-97.3954
34.0406667,-117.5646667
37.3012,-114.6392
59.9311,-151.0247
33.592,-116.8161667
36.7539,-116.2777
38.0351,-118.8542
36.128,-117.8568333
51.69,-175.9249
35.6716,-97.3957
43.5878333,-122.8495
36.1251667,-117.8565
33.2975,-116.7451667
33.0516667,-114.983
19.4080009,-155.2818298
62.0651,-149.8158
36.0388333,-117.58
62.2296,-150.7087
60.6452,-151.8827
36.0416667,-120.6293333
19.2861667,-155.3871667
37.8922,-116.1421
35.7401667,-119.0756667
33.7811667,-115.71
64.6331,-146.986
62.8437,-150.9605
36.1205,-117.844
62.1638,-152.2253
60.1852,-153.2853
38.6008333,-122.6975
36.1255,-117.8518333
36.1835,-117.8855
63.3493,-150.2586
33.6791667,-116.7328333
63.5491,-150.7925
36.0031667,-120.5638333
33.6936667,-116.7305
33.6428333,-116.7275
36.1243333,-117.8531667
33.641,-116.7253333
33.6425,-116.726
36.1858333,-117.8823333
36.1295,-117.856
19.1275,-66.536
36.1305,-117.8561667
37.37,-117.1274
38.8345,-122.7995
36.4233,-97.7738
36.7925,-121.5178333
-15.2654,-173.0783
37.4271667,-118.569
36.7236667,-121.304
51.3508,178.4196
62.2307,-150.6455
36.4222,-97.774
37.2266667,-118.3626667
59.6906,-150.7414
37.372,-117.1401
